,Items,Origin,Items grouped,Category,Unit,amount,District,VDC,Village/Ward/extra info,lat,lon,District Latitude,District Longitude,Date,Location name,type
435,Noodles,,Noodles,Food - Dry Food,box,3.0,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.667340000000003,85.41673,2015-05-02,"Kautunje, Suryabinayak",list
436,Medicine - drug,,Medicine - drug,Medicine,tabs,340.0,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.667340000000003,85.41673,2015-05-02,"Kautunje, Suryabinayak",list
437,Biscuits,,Biscuits,Food - Dry Food,box,4.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-02,"Sankhu, ",list
438,Food,,Food,Food - Supplies,pack,10.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-02,"Sankhu, ",list
439,Rice,,Rice,Food - Dry Food,sack,2.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-02,"Sankhu, ",list
440,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,50.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-02,"Sankhu, ",list
441,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,500.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-02,"Sankhu, ",list
442,Lime,,Lime,Shelter,pack,4.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-02,"Sankhu, ",list
443,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,75.0,Kathmandu District,Sitapaila,Alegaun,27.71517,85.27648,27.707040000000003,85.33218000000001,2015-05-02,"Sitapaila, Alegaun",list
444,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,35.0,Kathmandu District,Machchhegaun,Sharmasthali,27.4687,85.7881,27.707040000000003,85.33218000000001,2015-05-02,"Machchhegaun, Sharmasthali",list
445,Medical Kit,,Medical Kit,Medicine,unit,1.0,Lalitpur,Bungamati,and also Lubhu VDC,27.6211,85.303,27.58333,85.33333,2015-05-02,"Bungamati, and also Lubhu VDC",list
446,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,12.0,Lalitpur,Bungamati,and also Lubhu VDC,27.6211,85.303,27.58333,85.33333,2015-05-02,"Bungamati, and also Lubhu VDC",list
447,Piyush,,Piyush,Sanitation - Water purification,bottle,4.0,Lalitpur,Bungamati,and also Lubhu VDC,27.6211,85.303,27.58333,85.33333,2015-05-02,"Bungamati, and also Lubhu VDC",list
448,Medical Kit,,Medical Kit,Medicine,unit,1.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-02,"Marpak, ",list
449,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,260.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-02,"Marpak, ",list
450,Masks,,Masks,Sanitation - supplies,box,3.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-02,"Marpak, ",list
451,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,12.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-02,"Marpak, ",list
452,Piyush,,Piyush,Sanitation - Water purification,bottle,15.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-02,"Marpak, ",list
453,Biscuits,,Biscuits,Food - Dry Food,box,1.0,Makwanpur,Hurnamadi,Phulbari and Ghadi,27.37221,85.15361999999999,27.41667,85.25,2015-05-03,"Hurnamadi, Phulbari and Ghadi",list
454,Dalmot,,Dalmot,Food - Dry Food,pack,2.0,Makwanpur,Hurnamadi,Phulbari and Ghadi,27.37221,85.15361999999999,27.41667,85.25,2015-05-03,"Hurnamadi, Phulbari and Ghadi",list
455,Noodles,,Noodles,Food - Dry Food,box,1.0,Makwanpur,Hurnamadi,Phulbari and Ghadi,27.37221,85.15361999999999,27.41667,85.25,2015-05-03,"Hurnamadi, Phulbari and Ghadi",list
456,Tarp,,Tarp,Shelter,unit,1.0,Makwanpur,Hurnamadi,Phulbari and Ghadi,27.37221,85.15361999999999,27.41667,85.25,2015-05-03,"Hurnamadi, Phulbari and Ghadi",list
457,Noodles,,Noodles,Food - Dry Food,box,4.0,Lalitpur,Bukhel,and also Choughare VDC,27.4958,85.3634,27.58333,85.33333,2015-05-03,"Bukhel, and also Choughare VDC",list
458,Medical Kit,,Medical Kit,Medicine,unit,1.0,Lalitpur,Bukhel,and also Choughare VDC,27.4958,85.3634,27.58333,85.33333,2015-05-03,"Bukhel, and also Choughare VDC",list
459,Piyush,,Piyush,Sanitation - Water purification,bottle,1.0,Lalitpur,Bukhel,and also Choughare VDC,27.4958,85.3634,27.58333,85.33333,2015-05-03,"Bukhel, and also Choughare VDC",list
460,Tarp,,Tarp,Shelter,unit,25.0,Lalitpur,Bukhel,and also Choughare VDC,27.4958,85.3634,27.58333,85.33333,2015-05-03,"Bukhel, and also Choughare VDC",list
461,Tarp,,Tarp,Shelter,unit,7.0,Gorkha,Tandrang,,28.0337,84.7752,28.33333,84.83333,2015-05-03,"Tandrang, ",list
462,Tarp,,Tarp,Shelter,unit,13.0,Gorkha,Gakhu,Dandagaun,28.06,84.6238,28.33333,84.83333,2015-05-03,"Gakhu, Dandagaun",list
463,Tarp,,Tarp,Shelter,unit,12.0,Gorkha,Takukot,,28.076,84.6867,28.33333,84.83333,2015-05-03,"Takukot, ",list
464,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,9.0,Dhading,Jyamrung,Nayagaun,27.976,84.8736,28.0,84.91667,2015-05-03,"Jyamrung, Nayagaun",list
465,Matress,,Matress,Shelter,unit,12.0,Dhading,Jyamrung,Nayagaun,27.976,84.8736,28.0,84.91667,2015-05-03,"Jyamrung, Nayagaun",list
466,Water,,Water,Food - Drinks,bottle,1.0,Nuwakot,Thanapati,,27.84068,85.2943,27.964000000000002,83.0549,2015-05-03,"Thanapati, ",list
467,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Nuwakot,Thanapati,,27.84068,85.2943,27.964000000000002,83.0549,2015-05-03,"Thanapati, ",list
468,Dal,,Dal,Food - Dry Food,pack,1.0,Nuwakot,Thanapati,,27.84068,85.2943,27.964000000000002,83.0549,2015-05-03,"Thanapati, ",list
469,Noodles,,Noodles,Food - Dry Food,box,216.0,Nuwakot,Thanapati,,27.84068,85.2943,27.964000000000002,83.0549,2015-05-03,"Thanapati, ",list
470,Rice,,Rice,Food - Dry Food,sack,1.0,Nuwakot,Thanapati,,27.84068,85.2943,27.964000000000002,83.0549,2015-05-03,"Thanapati, ",list
471,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,1.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
472,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
473,Noodles,,Noodles,Food - Dry Food,box,1.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
474,Rice,,Rice,Food - Dry Food,sack,1.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
475,Medical Kit,,Medical Kit,Medicine,unit,1.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
476,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,200.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
477,Plastic rolls,,Plastic rolls,Shelter,rolls,4.0,Dhading,Dhola,Chedi/Guthgaun/Dhuaga/Dhuwako,27.9168,84.8315,28.0,84.91667,2015-05-03,"Dhola, Chedi/Guthgaun/Dhuaga/Dhuwako",list
478,Tarp,,Tarp,Shelter,unit,2.0,Kabhre Palanchok,Raviopi,,27.6432,85.5682,27.58333,85.66667,2015-05-03,"Raviopi, ",list
479,Medical Kit,,Medical Kit,Medicine,unit,1.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
480,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,100.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
481,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,72.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
482,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,60.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
483,Piyush,,Piyush,Sanitation - Water purification,bottle,3.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
484,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,150.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
485,Blankets,,Blankets,Shelter,unit,10.0,Nuwakot,Okharpauwa,Kagatigaun,27.792509999999996,85.25336999999999,27.964000000000002,83.0549,2015-05-03,"Okharpauwa, Kagatigaun",list
486,Water,,Water,Food - Drinks,bottle,4.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
487,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
488,Noodles,,Noodles,Food - Dry Food,box,2.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
489,Rice,,Rice,Food - Dry Food,sack,1.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
490,Medical Kit,,Medical Kit,Medicine,unit,1.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
491,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,24.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
492,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,1.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
493,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,72.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
494,Lime,,Lime,Shelter,pack,8.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
495,Plastic rolls,,Plastic rolls,Shelter,rolls,5.0,Kathmandu District,Baad Bhanjyang,,27.704759999999997,85.2104,27.707040000000003,85.33218000000001,2015-05-03,"Baad Bhanjyang, ",list
496,Medical Kit,,Medical Kit,Medicine,unit,1.0,Lalitpur,Khokana,,27.6416,85.2962,27.58333,85.33333,2015-05-03,"Khokana, ",list
497,Diapers,,Diapers,Sanitation - Children supplies,unit,120.0,Lalitpur,Khokana,,27.6416,85.2962,27.58333,85.33333,2015-05-03,"Khokana, ",list
498,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,5.0,Lalitpur,Khokana,,27.6416,85.2962,27.58333,85.33333,2015-05-03,"Khokana, ",list
499,Piyush,,Piyush,Sanitation - Water purification,bottle,10.0,Lalitpur,Khokana,,27.6416,85.2962,27.58333,85.33333,2015-05-03,"Khokana, ",list
500,Biscuits,,Biscuits,Food - Dry Food,box,5.0,Sindhupalchok,Sipapokhare,,27.762209999999996,85.6291,27.829359999999998,85.54504,2015-05-03,"Sipapokhare, ",list
501,Noodles,,Noodles,Food - Dry Food,box,2.0,Sindhupalchok,Sipapokhare,,27.762209999999996,85.6291,27.829359999999998,85.54504,2015-05-03,"Sipapokhare, ",list
502,Rice,,Rice,Food - Dry Food,sack,1.0,Sindhupalchok,Sipapokhare,,27.762209999999996,85.6291,27.829359999999998,85.54504,2015-05-03,"Sipapokhare, ",list
503,Salt,,Salt,Food - Dry Food,pack,5.0,Sindhupalchok,Sipapokhare,,27.762209999999996,85.6291,27.829359999999998,85.54504,2015-05-03,"Sipapokhare, ",list
504,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,15.0,Sindhupalchok,Sipapokhare,,27.762209999999996,85.6291,27.829359999999998,85.54504,2015-05-03,"Sipapokhare, ",list
505,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,1.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
506,Biscuits,,Biscuits,Food - Dry Food,box,5.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
507,Noodles,,Noodles,Food - Dry Food,box,2.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
508,Rice,,Rice,Food - Dry Food,sack,1.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
509,Salt,,Salt,Food - Dry Food,pack,3.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
510,Medical Kit,,Medical Kit,Medicine,unit,1.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
511,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,60.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
512,Lime,,Lime,Shelter,pack,5.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
513,Tarp,,Tarp,Shelter,unit,10.0,Dhading,Salyantar,,27.993479999999998,84.81246999999999,28.0,84.91667,2015-05-03,"Salyantar, ",list
514,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,200.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-03,"Sankhu, ",list
515,Biscuits,,Biscuits,Food - Dry Food,box,4.0,Bhaktapur,BhaktapurN.P.,Dattatraya,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., Dattatraya",list
516,Noodles,,Noodles,Food - Dry Food,box,2.0,Bhaktapur,BhaktapurN.P.,Dattatraya,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., Dattatraya",list
517,Medical Kit,,Medical Kit,Medicine,unit,1.0,Bhaktapur,BhaktapurN.P.,Dattatraya,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., Dattatraya",list
518,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,10.0,Bhaktapur,BhaktapurN.P.,Dattatraya,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., Dattatraya",list
519,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,50.0,Kathmandu District,KirtipurN.P.,Panga,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-03,"KirtipurN.P., Panga",list
520,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,100.0,Kathmandu District,KirtipurN.P.,Panga,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-03,"KirtipurN.P., Panga",list
521,Biscuits,,Biscuits,Food - Dry Food,box,5.0,Bhaktapur,BhaktapurN.P.,Pottery Square,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., Pottery Square",list
522,Noodles,,Noodles,Food - Dry Food,box,2.0,Bhaktapur,BhaktapurN.P.,Pottery Square,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., Pottery Square",list
523,Lime,,Lime,Shelter,pack,5.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-03,"BhaktapurN.P., ",list
524,Biscuits,,Biscuits,Food - Dry Food,box,1.0,Gorkha,Takumajhalakuribot,Lakuri,28.1006,84.681,28.33333,84.83333,2015-05-03,"Takumajhalakuribot, Lakuri",list
525,Noodles,,Noodles,Food - Dry Food,box,1.0,Gorkha,Takumajhalakuribot,Lakuri,28.1006,84.681,28.33333,84.83333,2015-05-03,"Takumajhalakuribot, Lakuri",list
526,Blankets,,Blankets,Shelter,unit,3.0,Gorkha,Takumajhalakuribot,Lakuri,28.1006,84.681,28.33333,84.83333,2015-05-03,"Takumajhalakuribot, Lakuri",list
527,Plastic rolls,,Plastic rolls,Shelter,rolls,4.0,Gorkha,Takumajhalakuribot,Lakuri,28.1006,84.681,28.33333,84.83333,2015-05-03,"Takumajhalakuribot, Lakuri",list
528,Blankets,,Blankets,Shelter,unit,50.0,Dhading,Jharlang,Sertung,28.0988,85.0627,28.0,84.91667,2015-05-03,"Jharlang, Sertung",list
529,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,4.0,Kathmandu District,Gokarneswor,Thali,27.73878,85.39494,27.707040000000003,85.33218000000001,2015-05-03,"Gokarneswor, Thali",list
530,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Kathmandu District,Gokarneswor,Thali,27.73878,85.39494,27.707040000000003,85.33218000000001,2015-05-03,"Gokarneswor, Thali",list
531,Noodles,,Noodles,Food - Dry Food,box,4.0,Kathmandu District,Gokarneswor,Thali,27.73878,85.39494,27.707040000000003,85.33218000000001,2015-05-03,"Gokarneswor, Thali",list
532,Rice,,Rice,Food - Dry Food,sack,2.0,Kathmandu District,Gokarneswor,Thali,27.73878,85.39494,27.707040000000003,85.33218000000001,2015-05-03,"Gokarneswor, Thali",list
533,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,5.0,Sindhupalchok,Jalbire,,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-03,"Jalbire, ",list
534,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Sindhupalchok,Jalbire,,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-03,"Jalbire, ",list
535,Noodles,,Noodles,Food - Dry Food,box,4.0,Sindhupalchok,Jalbire,,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-03,"Jalbire, ",list
536,Lime,,Lime,Shelter,pack,5.0,Sindhupalchok,Jalbire,,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-03,"Jalbire, ",list
537,Rope,,Rope,Shelter,unit,2.0,Sindhupalchok,Jalbire,,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-03,"Jalbire, ",list
538,Tarp,,Tarp,Shelter,unit,68.0,Sindhupalchok,Jalbire,,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-03,"Jalbire, ",list
539,Biscuits,,Biscuits,Food - Dry Food,box,5.0,Lalitpur,Bhattedanda,,27.5108,85.2961,27.58333,85.33333,2015-05-03,"Bhattedanda, ",list
540,Noodles,,Noodles,Food - Dry Food,box,3.0,Lalitpur,Bhattedanda,,27.5108,85.2961,27.58333,85.33333,2015-05-03,"Bhattedanda, ",list
541,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,10.0,Lalitpur,Bhattedanda,,27.5108,85.2961,27.58333,85.33333,2015-05-03,"Bhattedanda, ",list
542,Biscuits,,Biscuits,Food - Dry Food,box,20.0,Nuwakot,Balkumari,and also Samundratar VDC,27.90506,85.38717,27.964000000000002,83.0549,2015-05-04,"Balkumari, and also Samundratar VDC",list
543,Noodles,,Noodles,Food - Dry Food,box,1.0,Nuwakot,Balkumari,and also Samundratar VDC,27.90506,85.38717,27.964000000000002,83.0549,2015-05-04,"Balkumari, and also Samundratar VDC",list
544,Rice,,Rice,Food - Dry Food,sack,1.0,Nuwakot,Balkumari,and also Samundratar VDC,27.90506,85.38717,27.964000000000002,83.0549,2015-05-04,"Balkumari, and also Samundratar VDC",list
545,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,12.0,Nuwakot,Balkumari,and also Samundratar VDC,27.90506,85.38717,27.964000000000002,83.0549,2015-05-04,"Balkumari, and also Samundratar VDC",list
546,Blankets,,Blankets,Shelter,unit,1.0,Nuwakot,Balkumari,and also Samundratar VDC,27.90506,85.38717,27.964000000000002,83.0549,2015-05-04,"Balkumari, and also Samundratar VDC",list
547,Tarp,,Tarp,Shelter,unit,5.0,Nuwakot,Balkumari,and also Samundratar VDC,27.90506,85.38717,27.964000000000002,83.0549,2015-05-04,"Balkumari, and also Samundratar VDC",list
548,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,5.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
549,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
550,Dal,,Dal,Food - Dry Food,pack,2.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
551,Salt,,Salt,Food - Dry Food,pack,17.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
552,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,1160.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
553,Blankets,,Blankets,Shelter,unit,10.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
554,Lime,,Lime,Shelter,pack,20.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
555,Tarp,,Tarp,Shelter,unit,121.0,Dhading,Marpak,Nimachok,28.0135,84.9646,28.0,84.91667,2015-05-04,"Marpak, Nimachok",list
556,Medical Kit,,Medical Kit,Medicine,unit,1.0,Nuwakot,Kakani,Ranipauwa,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-04,"Kakani, Ranipauwa",list
557,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,100.0,Nuwakot,Kakani,Ranipauwa,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-04,"Kakani, Ranipauwa",list
558,Piyush,,Piyush,Sanitation - Water purification,bottle,4.0,Nuwakot,Kakani,Ranipauwa,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-04,"Kakani, Ranipauwa",list
559,Tarp,,Tarp,Shelter,unit,1.0,Sindhupalchok,Yamunadanda,Simpani,27.72236,85.79753000000001,27.829359999999998,85.54504,2015-05-04,"Yamunadanda, Simpani",list
560,Biscuits,,Biscuits,Food - Dry Food,box,3.0,Lalitpur,Godawari,ward,27.59628,85.37102,27.58333,85.33333,2015-05-04,"Godawari, ward",list
561,Noodles,,Noodles,Food - Dry Food,box,3.0,Lalitpur,Godawari,ward,27.59628,85.37102,27.58333,85.33333,2015-05-04,"Godawari, ward",list
562,Medicine - surgical,,Medicine - surgical,Medicine,unit,20.0,Lalitpur,Godawari,ward,27.59628,85.37102,27.58333,85.33333,2015-05-04,"Godawari, ward",list
563,Masks,,Masks,Sanitation - supplies,box,3.0,Lalitpur,Godawari,ward,27.59628,85.37102,27.58333,85.33333,2015-05-04,"Godawari, ward",list
564,Blankets,,Blankets,Shelter,unit,5.0,Lalitpur,Godawari,ward,27.59628,85.37102,27.58333,85.33333,2015-05-04,"Godawari, ward",list
565,Tarp,,Tarp,Shelter,unit,4.0,Lalitpur,Godawari,ward,27.59628,85.37102,27.58333,85.33333,2015-05-04,"Godawari, ward",list
566,Biscuits,,Biscuits,Food - Dry Food,box,3.0,Gorkha,Tandrang,Darme,28.0337,84.7752,28.33333,84.83333,2015-05-04,"Tandrang, Darme",list
567,Noodles,,Noodles,Food - Dry Food,box,3.0,Gorkha,Tandrang,Darme,28.0337,84.7752,28.33333,84.83333,2015-05-04,"Tandrang, Darme",list
568,Children milk,,Children milk,Sanitation - Children supplies,pack,1.0,Gorkha,Tandrang,Darme,28.0337,84.7752,28.33333,84.83333,2015-05-04,"Tandrang, Darme",list
569,Masks,,Masks,Sanitation - supplies,box,1.0,Gorkha,Tandrang,Darme,28.0337,84.7752,28.33333,84.83333,2015-05-04,"Tandrang, Darme",list
570,Blankets,,Blankets,Shelter,unit,10.0,Gorkha,Tandrang,Darme,28.0337,84.7752,28.33333,84.83333,2015-05-04,"Tandrang, Darme",list
