Items,Origin,Items grouped,Item group filter,Category,Unit,amount,"FSC - KGs (sack=25, pack=1, box=4.5)",FSC - Total KGs,Mission,District,VDC,Village/Ward/extra info,VDC Latitude,VDC Longitude,District Latitude,District Longitude,Date
,,Medicine - rehydration,,Medicine,tabs,420,Undefined,#VALUE!,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,100,Undefined,#VALUE!,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 07/5 *05,Nuwakot,Sikre,,27.83895,85.37597,27.964,83.0549,7-May-15
,,Medicine - rehydration,,Medicine,tabs,110,Undefined,#VALUE!,MISSION 07/5 *05,Nuwakot,Sikre,,27.83895,85.37597,27.964,83.0549,7-May-15
,,Sanitary pads,,Sanitation - supplies,box,2,Undefined,#VALUE!,MISSION 07/5 *05,Nuwakot,Sikre,,27.83895,85.37597,27.964,83.0549,7-May-15
,,Piyush,,Sanitation - Water purification,bottle,6,Undefined,#VALUE!,MISSION 07/5 *05,Nuwakot,Sikre,,27.83895,85.37597,27.964,83.0549,7-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 07/5 *06,Dhading,ChhatreDyaurali,,27.7485,85.227,28,84.91667,7-May-15
,,Medicine - rehydration,,Medicine,box,1,Undefined,#VALUE!,MISSION 07/5 *06,Dhading,ChhatreDyaurali,,27.7485,85.227,28,84.91667,7-May-15
,,Tarp,,Shelter,unit,10,Undefined,#VALUE!,MISSION 07/5 *06,Dhading,ChhatreDyaurali,,27.7485,85.227,28,84.91667,7-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 07/5 *07,Dhading,Sangkosh,Apswara,27.9395,84.9118,28,84.91667,7-May-15
,,Medicine - rehydration,,Medicine,unit,48,Undefined,#VALUE!,MISSION 07/5 *07,Dhading,Sangkosh,Apswara,27.9395,84.9118,28,84.91667,7-May-15
,,Blankets,,Shelter,unit,10,Undefined,#VALUE!,MISSION 07/5 *07,Dhading,Sangkosh,Apswara,27.9395,84.9118,28,84.91667,7-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,25,Undefined,#VALUE!,MISSION 07/5 *07,Dhading,Sangkosh,Apswara,27.9395,84.9118,28,84.91667,7-May-15
,,Beaten Rice,,Food - Dry Food,sack,63,25,1575,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Biscuits,,Food - Dry Food,box,6,4.5,27,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Dal,,Food - Dry Food,sack,2,25,50,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Noodles,,Food - Dry Food,pack,74,1,74,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Rice,,Food - Dry Food,sack,3,25,75,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Salt,,Food - Dry Food,pack,8,1,8,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Medicine - rehydration,,Medicine,box,2,Undefined,#VALUE!,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Medicine - supplies,,Sanitation - supplies,box,2,Undefined,#VALUE!,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Sanitary pads,,Sanitation - supplies,box,1,Undefined,#VALUE!,MISSION 07/5 *08,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,7-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 07/5 *09,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.99303,85.2157,28.16667,85.33333,7-May-15
,,Medicine - drug,,Medicine,tabs,500,Undefined,#VALUE!,MISSION 07/5 *09,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.99303,85.2157,28.16667,85.33333,7-May-15
,,Medicine - supplies,,Sanitation - supplies,unit,20,Undefined,#VALUE!,MISSION 07/5 *09,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.99303,85.2157,28.16667,85.33333,7-May-15
,,Blankets,,Shelter,unit,10,Undefined,#VALUE!,MISSION 07/5 *09,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.99303,85.2157,28.16667,85.33333,7-May-15
,,Tarp,,Shelter,unit,50,Undefined,#VALUE!,MISSION 07/5 *09,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.99303,85.2157,28.16667,85.33333,7-May-15
,,Rice,,Food - Dry Food,sack,2,25,50,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,,Medicine - rehydration,,Medicine,box,3,Undefined,#VALUE!,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,,Diapers,,Sanitation - Children supplies,box,2,Undefined,#VALUE!,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,,Medicine - supplies,,Sanitation - supplies,pack,2,Undefined,#VALUE!,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,,Piyush,,Sanitation - Water purification,bottle,7,Undefined,#VALUE!,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,,Tarp,,Shelter,unit,20,Undefined,#VALUE!,MISSION 07/5 *10,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.82936,85.54504,7-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,52,Undefined,#VALUE!,MISSION 08/5 *01,Sindhupalchok,Ramche,"Battay, ChamKharkay, Bhirkuna, Binday",27.7797,85.8788,27.82936,85.54504,8-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,30,Undefined,#VALUE!,MISSION 08/5 *02,Sindhupalchok,Sindhupalchok,,27.82936,85.54504,27.82936,85.54504,8-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 08/5 *03,Sindhupalchok,Choukati,,27.76987,85.95853,27.82936,85.54504,8-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,30,Undefined,#VALUE!,MISSION 08/5 *03,Sindhupalchok,Choukati,,27.76987,85.95853,27.82936,85.54504,8-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,110,Undefined,#VALUE!,MISSION 08/5 *03,Sindhupalchok,Choukati,,27.76987,85.95853,27.82936,85.54504,8-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 08/5 *04,Sindhupalchok,Thampal Chhap,Dhap,29.7814,80.5145,27.82936,85.54504,8-May-15
,,Rice,,Food - Dry Food,sack,10,25,250,MISSION 08/5 *05,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,8-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 08/5 *05,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,8-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 08/5 *05,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,8-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,2,Undefined,#VALUE!,MISSION 08/5 *05,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,8-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,55,Undefined,#VALUE!,MISSION 08/5 *05,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,8-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 08/5 *06,Kathmandu District,Gonggabu,,27.7433,85.31991,27.70704,85.33218,8-May-15
,,Dal,,Food - Dry Food,sack,4,25,100,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Oil,,Food - Dry Food,bottle,60,1,60,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Salt,,Food - Dry Food,pack,125,1,125,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Piyush,,Sanitation - Water purification,bottle,6,Undefined,#VALUE!,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Tarp,,Shelter,unit,51,Undefined,#VALUE!,MISSION 08/5 *07,Sindhupalchok,Atarpur,,27.67139,85.88846,27.82936,85.54504,8-May-15
,,Biscuits,,Food - Dry Food,box,1,4.5,4.5,MISSION 08/5 *08,Sindhupalchok,Kadambas,Lapsey,27.72394,85.76373,27.82936,85.54504,8-May-15
,,Dal,,Food - Dry Food,pack,2,1,2,MISSION 08/5 *08,Sindhupalchok,Kadambas,Lapsey,27.72394,85.76373,27.82936,85.54504,8-May-15
,,Noodles,,Food - Dry Food,box,1,4.5,4.5,MISSION 08/5 *08,Sindhupalchok,Kadambas,Lapsey,27.72394,85.76373,27.82936,85.54504,8-May-15
,,Rice,,Food - Dry Food,pack,5,1,5,MISSION 08/5 *08,Sindhupalchok,Kadambas,Lapsey,27.72394,85.76373,27.82936,85.54504,8-May-15
,,Rice,,Food - Dry Food,sack,2,25,50,MISSION 08/5 *10,Lamjung,Bhulbhule,,28.30326,84.41636,28.25,84.41667,8-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 09/5 *05,Sindhupalchok,Ramche,"Battay, ChamKharkay, Bhirkuna, Binday",27.7797,85.8788,27.82936,85.54504,8-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 09/5 *01,Kathmandu District,Ramkot,Nagarjun,27.71879,85.25633,27.70704,85.33218,9-May-15
,,Piyush,,Sanitation - Water purification,bottle,10,Undefined,#VALUE!,MISSION 09/5 *01,Kathmandu District,Ramkot,Nagarjun,27.71879,85.25633,27.70704,85.33218,9-May-15
,,Tarp,,Shelter,unit,25,Undefined,#VALUE!,MISSION 09/5 *02,Makwanpur,Fakhel,,27.6164,85.21402,27.41667,85.25,9-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 09/5 *03,Kathmandu District,KathmanduN.P.,Swayambunath,27.70731,85.32218,27.70704,85.33218,9-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,,Medicine - rehydration,,Medicine,unit,200,Undefined,#VALUE!,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,,Sanitary pads,,Sanitation - supplies,box,1,Undefined,#VALUE!,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,250,Undefined,#VALUE!,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,,Rice,,Food - Dry Food,sack,16,25,400,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,,Dal,,Food - Dry Food,sack,2,25,50,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,,Blankets,,Shelter,unit,100,Undefined,#VALUE!,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,,Beaten Rice,,Food - Dry Food,sack,10,25,250,MISSION 09/5 *04,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,9-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,40,Undefined,#VALUE!,MISSION 09/5 *06,Lalitpur,Badikhel,,27.5887,85.3532,27.58333,85.33333,9-May-15
,,Tarp,,Shelter,unit,1,Undefined,#VALUE!,MISSION 09/5 *07,Kathmandu District,Gonggabu,,27.7433,85.31991,27.70704,85.33218,9-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,215,Undefined,#VALUE!,MISSION 10/5 *01,Ramechhap,Lakhanpur,,27.56324,85.86011,27.3303,86.06458,10-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 10/5 *01,Ramechhap,Lakhanpur,,27.56324,85.86011,27.3303,86.06458,10-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,100,Undefined,#VALUE!,MISSION 10/5 *01,Ramechhap,Lakhanpur,,27.56324,85.86011,27.3303,86.06458,10-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,4,Undefined,#VALUE!,MISSION 10/5 *01,Ramechhap,Lakhanpur,,27.56324,85.86011,27.3303,86.06458,10-May-15
,,Sanitary pads,,Sanitation - supplies,unit,24,Undefined,#VALUE!,MISSION 10/5 *02,Sindhupalchok,Jalbire,Selang ward 4,27.82148,85.78307,27.82936,85.54504,10-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,75,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Rice,,Food - Dry Food,sack,12,25,300,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Dal,,Food - Dry Food,pack,50,1,50,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Salt,,Food - Dry Food,pack,15,1,15,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Lime,,Shelter,pack,10,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Beaten Rice,,Food - Dry Food,sack,10,25,250,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,2,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Noodles,,Food - Dry Food,box,1,4.5,4.5,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Medicine - rehydration,,Medicine,box,5,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Sanitary pads,,Sanitation - supplies,unit,20,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,100,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Lito- baby food,,Sanitation - Children supplies,pack,5,Undefined,#VALUE!,MISSION 10/5 *03,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28,84.91667,10-May-15
,,Tarp,,Shelter,unit,40,Undefined,#VALUE!,MISSION 10/5 *04,Lalitpur,Ikudol,,27.4822,85.3182,27.58333,85.33333,10-May-15
,,Rice,,Food - Dry Food,sack,4,25,100,MISSION 10/5 *04,Lalitpur,Ikudol,,27.4822,85.3182,27.58333,85.33333,10-May-15
,,Medicine - rehydration,,Medicine,tabs,100,Undefined,#VALUE!,MISSION 10/5 *04,Lalitpur,Ikudol,,27.4822,85.3182,27.58333,85.33333,10-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 10/5 *05,Kathmandu District,KirtipurN.P.,,27.67088,85.27748,27.70704,85.33218,10-May-15
,,Tarp,,Shelter,unit,3,Undefined,#VALUE!,MISSION 10/5 *06,Kathmandu District,Lapsephedi,,27.76161,85.49094,27.70704,85.33218,10-May-15
,,Medicine - rehydration,,Medicine,box,7,Undefined,#VALUE!,MISSION 11/5 *01,Nuwakot,Gaunkharka,wards 1 to 9,27.93813,85.44309,27.964,83.0549,11-May-15
,,Diapers,,Sanitation - Children supplies,box,1,Undefined,#VALUE!,MISSION 11/5 *01,Nuwakot,Gaunkharka,wards 1 to 9,27.93813,85.44309,27.964,83.0549,11-May-15
,,Medicine - supplies,,Sanitation - supplies,box,5,Undefined,#VALUE!,MISSION 11/5 *01,Nuwakot,Gaunkharka,wards 1 to 9,27.93813,85.44309,27.964,83.0549,11-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 11/5 *01,Nuwakot,Gaunkharka,wards 1 to 9,27.93813,85.44309,27.964,83.0549,11-May-15
,,Rice,,Food - Dry Food,sack,2,25,50,MISSION 11/5 *02,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,11-May-15
,,Dal,,Food - Dry Food,pack,13,1,13,MISSION 11/5 *02,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,11-May-15
,,Noodles,,Food - Dry Food,box,5,4.5,22.5,MISSION 11/5 *02,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,11-May-15
,,Biscuits,,Food - Dry Food,box,3,4.5,13.5,MISSION 11/5 *02,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,11-May-15
,,Salt,,Food - Dry Food,pack,25,1,25,MISSION 11/5 *03,Kabhre Palanchok,ChandeniMandan,Chandeni/Davagaon - ward 6,27.7028,85.659,27.58333,85.66667,11-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,50,Undefined,#VALUE!,MISSION 12/5 *01,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25691,27.964,83.0549,12-May-15
,,Rice,,Food - Dry Food,sack,5,25,125,MISSION 12/5 *01,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25691,27.964,83.0549,12-May-15
,,Dal,,Food - Dry Food,sack,1,25,25,MISSION 12/5 *01,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25691,27.964,83.0549,12-May-15
,,Beaten Rice,,Food - Dry Food,sack,5,25,125,MISSION 12/5 *01,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25691,27.964,83.0549,12-May-15
,,Medicine - rehydration,,Medicine,unit,240,Undefined,#VALUE!,MISSION 12/5 *01,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25691,27.964,83.0549,12-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 12/5 *01,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25691,27.964,83.0549,12-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 13/5 *01,Kathmandu District,KathmanduN.P.,"Government hospitals in KTM, Bhaktapur and Lalitpur",27.70731,85.32218,27.70704,85.33218,13-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,220,Undefined,#VALUE!,MISSION 14/5 *01,Solukhumbu,Sotang,and also Gudel and Chheskam VDCs,27.48637,86.79013,27.75,86.75,14-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 14/5 *01,Solukhumbu,Sotang,and also Gudel and Chheskam VDCs,27.48637,86.79013,27.75,86.75,14-May-15
,,Tarp,,Shelter,unit,15,Undefined,#VALUE!,MISSION 14/5 *02,Solukhumbu,Salleri,Dudkunda Village,27.50518,86.58393,27.75,86.75,14-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 14/5 *03,Rasuwa,Bhorle,,27.98768,85.24388,28.16667,85.33333,14-May-15
,,Tarp,,Shelter,unit,100,Undefined,#VALUE!,MISSION 14/5 *04,Lalitpur,Lamatar,Mahalaxmi Nagu,27.6252,85.3996,27.58333,85.33333,14-May-15
,,Rice,,Food - Dry Food,sack,10,25,250,MISSION 14/5 *05,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.82304,86.12946,27.83333,86.25,14-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,50,Undefined,#VALUE!,MISSION 14/5 *05,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.82304,86.12946,27.83333,86.25,14-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,1,Undefined,#VALUE!,MISSION 14/5 *05,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.82304,86.12946,27.83333,86.25,14-May-15
,,Beaten Rice,,Food - Dry Food,sack,3,25,75,MISSION 14/5 *05,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.82304,86.12946,27.83333,86.25,14-May-15
,,Tarp,,Shelter,unit,2,Undefined,#VALUE!,MISSION 14/5 *06,Kathmandu District,Jorpati,,27.72416,85.37981,27.70704,85.33218,14-May-15
,,Rice,,Food - Dry Food,sack,10,25,250,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,140,Undefined,#VALUE!,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,,Dal,,Food - Dry Food,sack,1,25,25,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,45,Undefined,#VALUE!,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,,Medical Kit,,Medicine,unit,5,Undefined,#VALUE!,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,5,Undefined,#VALUE!,MISSION 14/5 *07,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33257,27.3303,86.06458,14-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,25,Undefined,#VALUE!,MISSION 15/5 *01,Gorkha,Chumchet,Domje Chumba Lungdang - helicopter drop off,28.5035,84.9777,28.33333,84.83333,15-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,515,Undefined,#VALUE!,MISSION 15/5 *02,Khotang,RakhaBangdel,"R.Maheswori, RakhaDipsung, Sungdel",27.384,86.8205,27.25,86.83333,15-May-15
,,Tarp,,Shelter,unit,7,Undefined,#VALUE!,MISSION 15/5 *03,Nuwakot,BidurN.P.,Battar,27.90842,85.1491,27.964,83.0549,15-May-15
,,Tarp,,Shelter,unit,2,Undefined,#VALUE!,MISSION 15/5 *04,Kathmandu District,KathmanduN.P.,Kuleshwor,27.70731,85.32218,27.70704,85.33218,15-May-15
,,Tarp,,Shelter,unit,4,Undefined,#VALUE!,MISSION 15/5 *05,Bhaktapur,MadhyapurThimiN.P.,Nagadesh,27.6822,85.3838,27.66734,85.41673,15-May-15
,,Tarp,,Shelter,unit,6,Undefined,#VALUE!,MISSION 15/5 *06,Sindhupalchok,Sangachok,Korchowk ward 4,27.69532,85.72073,27.82936,85.54504,15-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,197,Undefined,#VALUE!,MISSION 15/5 *07,Ramechhap,Chuchure,Shivalaya village,27.61682,86.33257,27.3303,86.06458,15-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,4,Undefined,#VALUE!,MISSION 15/5 *07,Ramechhap,Chuchure,Shivalaya village,27.61682,86.33257,27.3303,86.06458,15-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 15/5 *07,Ramechhap,Chuchure,Shivalaya village,27.61682,86.33257,27.3303,86.06458,15-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 15/5 *07,Ramechhap,Chuchure,Shivalaya village,27.61682,86.33257,27.3303,86.06458,15-May-15
,,Dal,,Food - Dry Food,sack,2,25,50,MISSION 15/5 *07,Ramechhap,Chuchure,Shivalaya village,27.61682,86.33257,27.3303,86.06458,15-May-15
,,Blankets,,Shelter,unit,100,Undefined,#VALUE!,MISSION 15/5 *07,Ramechhap,Chuchure,Shivalaya village,27.61682,86.33257,27.3303,86.06458,15-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,197,Undefined,#VALUE!,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
